BusinessSparkVisa,,02/22/2020,,Squarespace,Online Services,-6
BusinessSparkVisa,,02/21/2020,,CAPITAL ONE AUTOPAY PYMT AuthDate 26-J an,Credit Card Payments,--6
BusinessSparkVisa,,01/25/2020,,WordPress.com,Business Miscellaneous,-99
BusinessSparkVisa,,01/22/2020,,Squarespace,Online Services,-6
BusinessSparkVisa,,01/21/2020,,CAPITAL ONE AUTOPAY PYMT AuthDate 26-D ec,Credit Card Payments,--20.99
