Transfers,,11/7/17,,AMAZON MKTPLACE PMTS     AMZN.COM BILLWA,Personal Care,-14.74
Transfers,,11/6/17,,GIANT xxxx2932 CHAIN BRIDOAKTON       VA,Groceries,-37.19
Transfers,,11/6/17,,BAR TACO RESTON          RESTON       VA,Restaurants/Dining,-17.84
Transfers,,11/6/17,,MMS INOVA FAIRxxxx2200   FALLS CHURCH VA,Restaurants/Dining,-14.46
Transfers,,11/6/17,,TROPICAL SMOOTHIE VA-7   OAKTON       VA,Restaurants/Dining,-11.44
Transfers,,11/6/17,,SMASHBURGER #1330        GAINESVILLE  VA,Restaurants/Dining,-7.73
Transfers,,11/3/17,,TROPICAL SMOOTHIE VA-7   OAKTON       VA,Restaurants/Dining,-15.67
Transfers,,11/3/17,,CVS PHARMACY #xxx11--YORKFALLS CHURCH VA,Healthcare/Medical,-13.47
Transfers,,11/3/17,,MMS INOVA FAIRxxxx2200   FALLS CHURCH VA,Restaurants/Dining,-6.17
Transfers,,11/2/17,,GRUBHUBCURRYMANTRA       GRUBHUB.COM  NY,Restaurants/Dining,-41.05
Transfers,,11/2/17,,POTBELLY #241            GAINESVILLE  VA,Restaurants/Dining,-16.64
Transfers,,11/2/17,,VISIT PATREON.COM INFO   HTTPSWWW.PATRCA,Online Services,-2
Transfers,,11/1/17,,USAA P&amp;C INT     AUTOPAY    ***********2468,Insurance,-85.12
Transfers,,11/1/17,,CAVA MEZZE GRILL GAINS   GAINESVILLE  VA,Restaurants/Dining,-22.99
Transfers,,11/1/17,,TROPICAL SMOOTHIE VA-7   OAKTON       VA,Restaurants/Dining,-9.85
Transfers,,10/31/17,,USAA FUNDS TRANSFER CR,Transfers,400
Transfers,,10/30/17,,INTEREST PAID,Interest,0.01
Transfers,,10/30/17,,HAIR CUTTERY #137        OAKTON       VA,Personal Care,-24
Transfers,,10/30/17,,7-ELEVEN                 OAKTON       VA,Groceries,-12.58
